"ToolId","Category","ScriptPath","EnglishName","ArabicName","Purpose","RiskLevel","RequiresAdmin","RequiresRestart","OfflineCapability","BackupMethod","RollbackMethod","AnalyzeOnlySupported","WhatIfSupported","TestResult"
"PF11","08-Performance","08-Performance/PF11-InteractivePerformancePreview.ps1","Interactive Performance Preview","معاينة الأداء التفاعلية","Reads local CPU, memory, logical-disk, and process telemetry for the live performance workstation without changing any Windows setting.","READ_ONLY","False","False","FULL","None (read-only telemetry)","None required","True","False","PASS"
"PF12","08-Performance","08-Performance/PF12-InteractiveOptimizationPreview.ps1","Interactive Optimization Preview","معاينة التحسين الذكي للأداء","Reads live CPU, memory, disk, process, active power-plan and visual-effects evidence and returns review signals without changing services, power, visual effects, processes, or disks.","READ_ONLY","False","False","PARTIAL","None (read-only evidence)","None required","True","False","NOT_TESTED"
"SE01","09-Security","09-Security/SE01-SecurityAudit.ps1","Security Audit","تدقيق الأمان","Reports the status of key security controls: real-time protection, firewall (all profiles), UAC, and Defender signature age.","READ_ONLY","False","False","FULL","None (read-only audit)","None required","True","False","PASS"
"SE02","09-Security","09-Security/SE02-EnableRealtimeProtection.ps1","Enable Real-time Protection","تفعيل الحماية في الوقت الفعلي","Enables Windows Defender real-time protection and restores its service startup if it was disabled.","SYSTEM_REPAIR","True","False","FULL","None (service startup restored to Automatic)","Re-disable service if desired","True","True","PASS"
"SE03","09-Security","09-Security/SE03-RepairWindowsDefender.ps1","Repair Windows Defender","إصلاح ويندوز ديفندر","Repairs Microsoft Defender without ever stopping or disabling it: ensures the WinDefend service is set to Automatic and running, re-enables real-time protection, and refreshes signatures. The Defender service is never stopped or disabled.","SYSTEM_REPAIR","True","False","FULL","None (Defender repaired, never stopped)","None required","True","True","PASS"
"SE04","09-Security","09-Security/SE04-FirewallStatus.ps1","Firewall Status","حالة جدار الحماية","Reports Windows Firewall status for all profiles using the firewall API (read-only).","READ_ONLY","False","False","FULL","None (read-only status)","None required","True","False","PASS"
"SE05","09-Security","09-Security/SE05-EnableFirewall.ps1","Enable Firewall","تفعيل جدار الحماية","Enables Windows Firewall on all profiles.","SYSTEM_REPAIR","True","False","FULL","None (firewall enabled)","Re-disable profile if desired","True","True","PASS"
"SE06","09-Security","09-Security/SE06-RepairFirewall.ps1","Repair Firewall","إصلاح جدار الحماية","Repairs the Windows Firewall: exports a policy backup, ensures the firewall service (mpssvc) and base filtering engine (BFE) are running, then enables the firewall on all profiles and verifies the result. This tool can never disable the firewall.","SYSTEM_REPAIR","True","False","FULL","Firewall policy exported before changes","Import policy backup","True","True","PASS"
"SE07","09-Security","09-Security/SE07-UACSettings.ps1","UAC Settings","إعدادات التحكم بحساب المستخدم","Shows the current UAC configuration and can only ever ENABLE UAC (restore the default level) after a registry backup. UAC is never disabled by this tool; read-only status is shown even without admin rights.","SYSTEM_REPAIR","True","True","FULL","Registry backed up before enabling UAC","Restore from registry backup","True","True","PASS"
"SE08","09-Security","09-Security/SE08-RunAntivirusScan.ps1","Run Antivirus Scan","تشغيل فحص مكافحة الفيروسات","Runs a Windows Defender scan (Full by default; pass -Quick for a quick scan). This can take a long time on large disks.","SYSTEM_REPAIR","True","False","FULL","None (Defender scan)","None required","True","True","PASS"
"SE09","09-Security","09-Security/SE09-SecurityReport.ps1","Security Report","تقرير الأمان","Comprehensive security report: Defender status, signatures, firewall profiles, UAC, recent threat detections. Read-only.","READ_ONLY","False","False","FULL","None (report only)","None required","True","False","PASS"
"SE10","09-Security","09-Security/SE10-UpdateVirusSignatures.ps1","Update Virus Signatures","تحديث توقيعات الفيروسات","Forces Windows Defender to download the latest virus definitions.","SYSTEM_REPAIR","True","False","FULL","None (signature update)","None required","True","True","PASS"
"DR01","10-Diagnostics-Reports","10-Diagnostics-Reports/DR01-SystemInformation.ps1","System Information","معلومات النظام","Collects core system facts: OS version, build, architecture, uptime, installed RAM, and machine name into a JSON report.","READ_ONLY","False","False","FULL","None (report only)","None required","True","False","PASS"
"DR02","10-Diagnostics-Reports","10-Diagnostics-Reports/DR02-HardwareSummary.ps1","Hardware Summary","ملخص العتاد","Summarizes installed hardware: CPU, motherboard, disk, and video devices via WMI into a JSON report (read-only).","READ_ONLY","False","False","FULL","None (report only)","None required","True","False","PASS"
"DR03","10-Diagnostics-Reports","10-Diagnostics-Reports/DR03-EventLogErrors.ps1","Event Log Errors","أخطاء سجل الأحداث","Lists recent Error-level events from System and Application logs.","READ_ONLY","False","False","FULL","None (report only)","None required","True","False","PASS"
"DR04","10-Diagnostics-Reports","10-Diagnostics-Reports/DR04-ReliabilityReport.ps1","Reliability Report","تقرير الموثوقية","Summarizes Windows reliability records from Win32_ReliabilityRecords (crashes, warnings, failures) over the last N days.","READ_ONLY","False","False","FULL","None (report only)","None required","True","False","PASS"
"DR05","10-Diagnostics-Reports","10-Diagnostics-Reports/DR05-DriverReport.ps1","Driver Report","تقرير برامج التشغيل","Lists installed signed drivers and flags drivers with problems.","READ_ONLY","False","False","FULL","None (report only)","None required","True","False","PASS"
"DR06","10-Diagnostics-Reports","10-Diagnostics-Reports/DR06-BootPerformance.ps1","Boot Performance","أداء الإقلاع","Reports last boot time, boot duration (from the event log), and current performance counters.","READ_ONLY","False","False","FULL","None (report only)","None required","True","False","PASS"
"DR07","10-Diagnostics-Reports","10-Diagnostics-Reports/DR07-MemoryDiagnostics.ps1","Memory Diagnostics","تشخيص الذاكرة","Reports physical memory configuration and usage. Read-only.","READ_ONLY","False","False","FULL","None (report only)","None required","True","False","PASS"
"DR08","10-Diagnostics-Reports","10-Diagnostics-Reports/DR08-DiskSMARTReport.ps1","Disk SMART Report","تقرير SMART للقرص","Shows SMART health status for physical disks. Read-only.","READ_ONLY","False","False","FULL","None (report only)","None required","True","False","PASS"
"DR09","10-Diagnostics-Reports","10-Diagnostics-Reports/DR09-PerformanceSnapshot.ps1","Performance Snapshot","لقطة الأداء","Live snapshot of CPU, memory, disk, and network performance.","READ_ONLY","False","False","FULL","None (report only)","None required","True","False","PASS"
"DR10","10-Diagnostics-Reports","10-Diagnostics-Reports/DR10-FullDiagnosticReport.ps1","Full Diagnostic Report","التقرير التشخيصي الكامل","Combines system, hardware, disk, memory, and event information into one report. Read-only.","READ_ONLY","False","False","FULL","None (report only)","None required","True","False","PASS"
"DR11","10-Diagnostics-Reports","10-Diagnostics-Reports/DR11-InteractiveDiagnosticsPreview.ps1","Interactive Diagnostics Preview","معاينة التشخيص التفاعلية","Reads local Windows diagnostic evidence from event logs, reliability records, device state, boot context, and physical-disk SMART status without changing any system state.","READ_ONLY","False","False","FULL","None (read-only telemetry)","None required","True","False","PASS"
"BR01","11-Backup-Recovery","11-Backup-Recovery/BR01-CreateRestorePoint.ps1","Create System Restore Point","إنشاء نقطة استعادة للنظام","Creates a named Windows restore point before significant maintenance changes.","SYSTEM_REPAIR","True","False","FULL","Windows System Restore point","Restore Windows to the created restore point","True","True","NOT_TESTED"
"BR02","11-Backup-Recovery","11-Backup-Recovery/BR02-BackupUserProfile.ps1","Backup User Profile","نسخ احتياطي لملف المستخدم","Copies Documents, Desktop, Pictures, Music and Videos into a timestamped local backup folder.","SAFE_CLEANUP","False","False","FULL","Copies user folders into the project Backups directory","Restore copied files from the timestamped backup folder","True","True","NOT_TESTED"
"BR03","11-Backup-Recovery","11-Backup-Recovery/BR03-VerifyLatestBackup.ps1","Verify Latest Backup","التحقق من أحدث نسخة احتياطية","Inspects the latest local Knoux backup folder and reports its inventory without changing files.","READ_ONLY","False","False","FULL","None (read-only verification)","None required","True","True","NOT_TESTED"
"BR04","11-Backup-Recovery","11-Backup-Recovery/BR04-InteractiveBackupRecoveryPreview.ps1","Interactive Backup & Recovery Preview","معاينة النسخ الاحتياطي والاستعادة التفاعلية","Reads available Windows restore points, VSS shadow-copy inventory, local Knoux backup folders, source-folder availability, and storage capacity without creating, copying, deleting, or restoring data.","READ_ONLY","False","False","FULL","None (read-only inventory)","None required","True","False","PASS"
"BR05","11-Backup-Recovery","11-Backup-Recovery/BR05-RestoreMissingProfileFiles.ps1","Restore Missing Profile Files","استعادة ملفات ملف المستخدم المفقودة","Compares a selected local Knoux profile backup with Documents, Desktop, Pictures, Music, and Videos, then restores only files absent from the destination. Existing user files are never overwritten.","SYSTEM_REPAIR","False","False","FULL","Selected local backup is preserved as the source; restoration plan is saved before copy","Copied missing files can be removed manually from their recorded destination paths if required","True","True","PASS"
"DT01","12-Developer-Tools","12-Developer-Tools/DT01-DeveloperEnvironmentAudit.ps1","Developer Environment Audit","تدقيق بيئة المطور","Collects installed developer runtimes, package tools and Git information into a local evidence report.","READ_ONLY","False","False","FULL","None (read-only audit)","None required","True","True","NOT_TESTED"
"DT02","12-Developer-Tools","12-Developer-Tools/DT02-QuarantineDeveloperCaches.ps1","Quarantine Developer Caches","عزل ذواكر التخزين المؤقت للمطور","Moves known user-level developer cache folders to quarantine instead of deleting them.","SAFE_CLEANUP","False","False","FULL","Developer cache folders moved to Quarantine","Move cache folders back from the timestamped quarantine folder","True","True","NOT_TESTED"
"DT03","12-Developer-Tools","12-Developer-Tools/DT03-CollectDeveloperDiagnostics.ps1","Collect Developer Diagnostics","جمع تشخيصات المطور","Collects workspace, Git and PATH diagnostics into local evidence files.","READ_ONLY","False","False","FULL","None (read-only collection)","None required","True","True","NOT_TESTED"
"DT04","12-Developer-Tools","12-Developer-Tools/DT04-DeveloperToolchainDoctor.ps1","Developer Toolchain Doctor","طبيب بيئة وأدوات المطور","Diagnoses installed developer tools, versions and PATH command collisions.","READ_ONLY","False","False","FULL","None (read-only diagnosis)","None required","True","True","NOT_TESTED"
"DT05","12-Developer-Tools","12-Developer-Tools/DT05-ProjectIntelligenceSnapshot.ps1","Project Intelligence Snapshot","لقطة ذكاء المشروع","Collects framework markers, package metadata, top-level folders and Git context for a local workspace.","READ_ONLY","False","False","FULL","None (read-only collection)","None required","True","True","NOT_TESTED"
"DT06","12-Developer-Tools","12-Developer-Tools/DT06-DeveloperPortObservatory.ps1","Developer Port Observatory","مرصد منافذ وخوادم التطوير","Maps active listening ports owned by known development runtimes.","READ_ONLY","False","False","FULL","None (read-only observation)","None required","True","True","NOT_TESTED"
"DT07","12-Developer-Tools","12-Developer-Tools/DT07-IdeExtensionInventory.ps1","IDE and Extension Inventory","جرد بيئات التطوير والإضافات","Inventories installed IDE extension directories and available editor CLI extensions.","READ_ONLY","False","False","FULL","None (read-only inventory)","None required","True","True","NOT_TESTED"
"DT08","12-Developer-Tools","12-Developer-Tools/DT08-GitWorkspaceInsight.ps1","Git Workspace Insight","ذكاء مساحة عمل Git","Collects branch, status, remotes, latest commits and ignore-file information from a local Git workspace.","READ_ONLY","False","False","FULL","None (read-only collection)","None required","True","True","NOT_TESTED"
"DT09","12-Developer-Tools","12-Developer-Tools/DT09-ProjectArtifactQuarantine.ps1","Project Artifact Quarantine","عزل مخلفات بناء المشروع","Lists selected build artifacts and moves only confirmed choices into a timestamped quarantine with a recovery map.","SAFE_CLEANUP","False","False","FULL","Selected artifact folders moved to a timestamped Quarantine/DT09 folder","Move the selected folders back using project-artifact-quarantine-map.json","True","True","NOT_TESTED"
"DT10","12-Developer-Tools","12-Developer-Tools/DT10-ReleaseDevelopmentServers.ps1","Release Development Servers","تحرير خوادم التطوير","Lists only known developer-runtime listeners and stops only explicitly selected processes.","SYSTEM_REPAIR","False","False","FULL","None (processes can be restarted from the project command)","Restart the selected development command from its workspace","True","True","NOT_TESTED"
"DT11","12-Developer-Tools","12-Developer-Tools/DT11-DockerLocalDevStatus.ps1","Docker and Local Development Status","حالة Docker والتطوير المحلي","Collects Docker availability, version, container and image status without making changes.","READ_ONLY","False","False","FULL","None (read-only status)","None required","True","True","NOT_TESTED"
"DT12","12-Developer-Tools","12-Developer-Tools/DT12-LocalDevTrustInspector.ps1","Local Development Trust Inspector","فاحص ثقة التطوير المحلي","Inspects active hosts-file mappings and current-user certificates relevant to local development.","READ_ONLY","False","False","FULL","None (read-only inspection)","None required","True","True","NOT_TESTED"
"DT13","12-Developer-Tools","12-Developer-Tools/DT13-DependencyLockfileInspector.ps1","Dependency and Lockfile Inspector","فاحص الاعتمادات وملفات القفل","Inspects local dependency manifests and lockfile presence without installing, updating or removing packages.","READ_ONLY","False","False","FULL","None (read-only inspection)","None required","True","True","NOT_TESTED"
"PR01","13-Privacy","13-Privacy/PR01-PrivacyAudit.ps1","Privacy Audit","تدقيق الخصوصية","Reports selected Windows user privacy settings and recent activity configuration without changing them.","READ_ONLY","False","False","FULL","None (read-only audit)","None required","True","True","NOT_TESTED"
"PR02","13-Privacy","13-Privacy/PR02-ClearRunHistory.ps1","Clear Run Dialog History","مسح سجل نافذة التشغيل","Exports then clears the current user Run dialog history values only.","DESTRUCTIVE","False","False","FULL","Exports RunMRU values before clearing","Import the generated RunMRU backup JSON manually if needed","True","True","NOT_TESTED"
"PR03","13-Privacy","13-Privacy/PR03-FlushDnsPrivacyCache.ps1","Flush DNS Privacy Cache","مسح ذاكرة DNS للخصوصية","Clears the local DNS resolver cache to remove locally retained lookup entries.","SAFE_CLEANUP","True","False","FULL","None (cache refresh)","DNS cache repopulates automatically","True","True","NOT_TESTED"
"PR04","13-Privacy","13-Privacy/PR04-InteractivePrivacyPreview.ps1","Interactive Privacy Preview","معاينة الخصوصية التفاعلية","Reads selected Windows privacy, consent, activity, policy, and aggregate local-history states without changing registry values, revealing history contents, or clearing local data.","READ_ONLY","False","False","FULL","None (read-only inventory)","None required","True","False","PASS"
"DV01","14-Driver-Management","14-Driver-Management/DV01-DriverInventory.ps1","Driver Inventory","جرد التعريفات","Exports the installed signed driver inventory with provider, version and device details.","READ_ONLY","False","False","FULL","None (read-only inventory)","None required","True","True","NOT_TESTED"
"DV02","14-Driver-Management","14-Driver-Management/DV02-DriverSignatureAudit.ps1","Driver Signature Audit","تدقيق توقيعات التعريفات","Reports installed driver entries that do not report a valid signature.","READ_ONLY","False","False","FULL","None (read-only audit)","None required","True","True","NOT_TESTED"
"DV03","14-Driver-Management","14-Driver-Management/DV03-ExportThirdPartyDrivers.ps1","Export Third-Party Drivers","تصدير تعريفات الطرف الثالث","Exports third-party driver packages with pnputil to a timestamped local backup directory.","SYSTEM_REPAIR","True","False","FULL","Exports drivers with pnputil into the project Backups directory","Use the exported INF driver package for restoration if required","True","True","NOT_TESTED"
"DV04","14-Driver-Management","14-Driver-Management/DV04-InteractiveDriverPreview.ps1","Interactive Driver Preview","معاينة التعريفات التفاعلية","Reads installed driver and device inventory, signature state, device-problem codes, provider grouping, and driver dates without changing Driver Store or device configuration. Signals are for review, not an automatic update recommendation.","READ_ONLY","False","False","FULL","None (read-only inventory)","None required","True","False","PASS"
"MO01","15-System-Monitoring","15-System-Monitoring/MO01-ResourceSnapshot.ps1","Resource Snapshot","لقطة موارد النظام","Captures CPU, memory, disk and operating system snapshot values into a local report.","READ_ONLY","False","False","FULL","None (read-only snapshot)","None required","True","True","NOT_TESTED"
"MO02","15-System-Monitoring","15-System-Monitoring/MO02-TopResourceProcesses.ps1","Top Resource Processes","أعلى العمليات استهلاكًا للموارد","Exports the current top CPU-time and memory-consuming processes without changing process state.","READ_ONLY","False","False","FULL","None (read-only report)","None required","True","True","NOT_TESTED"
"MO03","15-System-Monitoring","15-System-Monitoring/MO03-EventWarningDigest.ps1","Event Warning Digest","ملخص تحذيرات الأحداث","Collects recent System and Application warning and error events into an evidence digest.","READ_ONLY","False","False","FULL","None (read-only digest)","None required","True","True","NOT_TESTED"
"MO04","15-System-Monitoring","15-System-Monitoring/MO04-ProcessMemoryWatch.ps1","Process & Memory Watch","مراقبة العمليات والذاكرة","Captures a two-sample CPU, process memory, private memory and operating system memory report without modifying process state.","READ_ONLY","False","False","FULL","None (read-only monitoring report)","None required","True","True","NOT_TESTED"
"SW01","16-Software-Environment","16-Software-Environment/SW01-DiscoverInstalledSoftware.ps1","Discover Installed Software","جرد البرامج المثبتة","Inventories installed desktop and current-user Appx software from Windows registry and package APIs.","READ_ONLY","False","False","PARTIAL","None (read-only inventory)","None required","True","True","NOT_TESTED"
"SW02","16-Software-Environment","16-Software-Environment/SW02-AuditDevEnvironments.ps1","Audit Development Environments","تدقيق بيئات التطوير","Audits installed runtimes, package managers and developer tools with resolved executable paths.","READ_ONLY","False","False","PARTIAL","None (read-only audit)","None required","True","True","NOT_TESTED"
"SW03","16-Software-Environment","16-Software-Environment/SW03-DiscoverChromeExtensions.ps1","Discover Chrome Extensions","جرد إضافات Chrome","Inventories local Chrome extension manifests across available user profiles without changing browser data.","READ_ONLY","False","False","PARTIAL","None (read-only inventory)","None required","True","True","NOT_TESTED"
"SW04","16-Software-Environment","16-Software-Environment/SW04-QuarantineSoftwareCaches.ps1","Quarantine Software Caches","عزل ذاكرات البرامج المؤقتة","Moves supported user-level package and browser cache folders into timestamped quarantine instead of deleting them.","SAFE_CLEANUP","False","False","PARTIAL","Supported cache folders moved to project Quarantine","Move cache folders back from the timestamped quarantine directory","True","True","NOT_TESTED"
"SW05","16-Software-Environment","16-Software-Environment/SW05-UpgradeWingetPackages.ps1","Upgrade Winget Packages","تحديث برامج Winget","Lists or applies available Windows Package Manager upgrades using the installed Winget client.","SYSTEM_REPAIR","False","False","PARTIAL","Review Winget evidence; vendor rollback availability varies by package","Reinstall a previous package version only when the package source supports it","True","True","NOT_TESTED"
"SW06","16-Software-Environment","16-Software-Environment/SW06-UninstallWingetPackage.ps1","Uninstall Winget Package","إزالة حزمة Winget","Uninstalls one exact Winget package identifier supplied by the user after confirmation.","DESTRUCTIVE","False","False","PARTIAL","No automatic backup; inspect the exact package first","Reinstall exact package identifier through Winget if it is available","True","True","NOT_TESTED"
"SW07","16-Software-Environment","16-Software-Environment/SW07-InteractiveSoftwarePreview.ps1","Interactive Software Preview","معاينة تفاعلية للبرامج","Reads installed desktop and Appx package inventory from local Windows sources and returns a read-only review queue.","READ_ONLY","False","False","FULL","None (read-only)","None required","True","True","NOT_TESTED"
"SW08","16-Software-Environment","16-Software-Environment/SW08-AdvancedSoftwareEnvironmentPreview.ps1","Advanced Software Environment Preview","معاينة مركز البرامج والبيئات المتقدم","Reads developer command evidence, Chrome extension manifest metadata, safe cache-folder sizes, and a Winget upgrade listing without changing applications, browser data, package sources, caches, or environment settings.","READ_ONLY","False","False","PARTIAL","None (read-only inventory)","None required","True","False","NOT_TESTED"
"PI01","17-PostInstall-Setup","17-PostInstall-Setup/PI01-DiscoverWindowsDriverUpdates.ps1","Discover Windows Driver Updates","البحث عن تحديثات التعريفات","Queries Windows Update for applicable driver offers and exports their exact selection numbers without installing them.","READ_ONLY","False","False","PARTIAL","None (read-only update discovery)","None required","True","True","NOT_TESTED"
"PI02","17-PostInstall-Setup","17-PostInstall-Setup/PI02-InstallWindowsDriverUpdates.ps1","Install Windows Driver Updates","تثبيت تعريفات Windows Update","Downloads and installs only selected Windows Update driver offers by their reported selection numbers.","SYSTEM_REPAIR","True","False","PARTIAL","Windows Update history tracks installed drivers","Use Device Manager Roll Back Driver or an exported driver backup","True","True","NOT_TESTED"
"PI03","17-PostInstall-Setup","17-PostInstall-Setup/PI03-EssentialAppsCatalog.ps1","Essential Apps Catalog","كتالوج التطبيقات الأساسية","Exports a transparent catalog of common post-install applications with exact Winget identifiers.","READ_ONLY","False","False","PARTIAL","None (read-only catalog)","None required","True","True","NOT_TESTED"
"PI04","17-PostInstall-Setup","17-PostInstall-Setup/PI04-InstallEssentialApps.ps1","Install Essential Apps","تثبيت التطبيقات الأساسية","Installs only selected catalog applications through exact Winget identifiers.","SYSTEM_REPAIR","False","False","PARTIAL","Winget output is saved as execution evidence","Uninstall selected exact identifiers through Software Environment","True","True","NOT_TESTED"
"PI05","17-PostInstall-Setup","17-PostInstall-Setup/PI05-RefreshWingetSources.ps1","Refresh Winget Sources","تحديث مصادر Winget","Lists or refreshes Windows Package Manager sources so catalog metadata is current.","SAFE_CLEANUP","False","False","PARTIAL","None (package source metadata refresh)","Winget sources can be reset when a source fails","True","True","NOT_TESTED"
"PI06","17-PostInstall-Setup","17-PostInstall-Setup/PI06-InteractivePostInstallPreview.ps1","Interactive Post-Install Preview","معاينة تجهيز ما بعد التثبيت","Reads installed-program inventory, exact optional Winget catalog matches, Windows Update driver offer count, Winget availability, update service state, and pending-restart signals without installing, downloading, or refreshing anything.","READ_ONLY","False","False","PARTIAL","None (read-only inventory)","None required","True","False","PASS"
"SN01","18-Project-Sonar","18-Project-Sonar/SN01-ProjectDiscovery.ps1","Project Sonar Discovery","استكشاف Project Sonar","Maps a selected project workspace, technology markers, languages and bounded file evidence without reading source contents.","READ_ONLY","False","False","FULL","None (read-only project metadata analysis)","None required","True","True","NOT_TESTED"
"SN02","18-Project-Sonar","18-Project-Sonar/SN02-CompletenessAudit.ps1","Project Sonar Completeness Audit","تدقيق اكتمال Project Sonar","Derives evidence-based completeness findings and Arabic/English reports from selected project metadata.","READ_ONLY","False","False","FULL","None (read-only project metadata analysis)","None required","True","True","NOT_TESTED"
"SN03","18-Project-Sonar","18-Project-Sonar/SN03-GitReadiness.ps1","Project Sonar Git Readiness","جاهزية Git عبر Project Sonar","Collects repository readiness evidence, branch state, remotes and ignored-file marker without changing Git.","READ_ONLY","False","False","FULL","None (read-only project metadata analysis)","None required","True","True","NOT_TESTED"
"SN04","18-Project-Sonar","18-Project-Sonar/SN04-BuildDependencyAudit.ps1","Project Sonar Build and Dependency Audit","تدقيق البناء والاعتمادات عبر Project Sonar","Collects manifest, script and lockfile evidence for the selected workspace without installing or updating dependencies.","READ_ONLY","False","False","FULL","None (read-only project metadata analysis)","None required","True","True","NOT_TESTED"
"SN05","18-Project-Sonar","18-Project-Sonar/SN05-BilingualBrief.ps1","Project Sonar Bilingual Engineering Brief","موجز هندسي ثنائي اللغة عبر Project Sonar","Creates evidence-based Arabic and English engineering briefs ordered by criticality plus model-neutral prompt packs.","READ_ONLY","False","False","FULL","None (read-only project metadata analysis)","None required","True","True","NOT_TESTED"
"SN06","18-Project-Sonar","18-Project-Sonar/SN06-HandoffBundle.ps1","Project Sonar Model-Neutral Handoff Bundle","حزمة تسليم محايدة للنموذج عبر Project Sonar","Creates a sanitized handoff bundle and bilingual prompts without copying source contents or local secrets.","READ_ONLY","False","False","FULL","None (read-only project metadata analysis)","None required","True","True","NOT_TESTED"
"SN07","18-Project-Sonar","18-Project-Sonar/SN07-InteractivePreview.ps1","Project Sonar Interactive Preview","معاينة تفاعلية لـProject Sonar","Builds a local, evidence-based project preview with prioritized findings, a service plan, bilingual reports and model-neutral prompts without source-file contents.","READ_ONLY","False","False","FULL","None (read-only project metadata analysis)","None required","True","True","NOT_TESTED"
